Month,Department,Account,Vendor,Description,Budget,Actual,Variance,Variance_%,Notes,ApprovalStatus,RiskFlag,WeightedValue,CAC,ROAS,DaysLate
2025-09,IT,Refunds,,Chargeback - IT,8588.6,10434.03,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",,Needs review,Missing data,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-02,HR,Payroll,Paychex,Month-end payroll true-up - HR,62165.27,58906.89,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-02; payroll recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-07,Sales,Revenue,Northwind Traders,Monthly subscription invoices - Sales,133610.47,146143.54,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-07; revenue recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-02,HR,Supplies,AMZN Business,Printer ink & paper - HR,4826.38,4232.65,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-02; supplies recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-03,Sales,Rent,Riverfront Holdings,Warehouse rent - Sales,3754.48,3805.61,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-03; rent recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-10,IT,Travel,United Airlines,Conference travel - IT,8805.2,7222.18,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-10; travel recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,Ops,Supplies,Staples,Shipping materials - Ops,4311.7,4344.73,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-12; supplies recorded,Missing receipt,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,HR,Payroll,Gusto,Bonuses & commissions - HR,43465.05,180639.16,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; payroll recorded,Needs review,Outlier,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Marketing,Payroll,Justworks,Bi-weekly payroll - Marketing,43531.79,37218.98,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; payroll recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-07,Sales,Utilities,ConEd,Phone service - Sales,3577.18,4330.81,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-07; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-11,Marketing,Contractors,Upwork,Temp staffing - Marketing,42838.55,59483.62,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-11; contractors recorded,Needs review,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-11,Finance,Payroll,ADP,Bonuses & commissions - Finance,51632.5,63548.9,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-11; payroll recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,Ops,Advertising,GOOGLE,Social media ads - Ops,40943.83,41938.49,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; advertising recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-04,Ops,COGS,Tech Data,Wholesale purchase order - Ops,124946.69,119809.77,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-04; cogs recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-06,Ops,Refunds,BlueSky LLC,Customer refund processed - Ops,3773.96,4857.05,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-06; refunds recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-05,Finance,Utilities,AT&T,Internet service - Finance,3991.52,4518.84,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-05; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
